name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Dale Hartt,"5' 10""","69""",Orthodox,"Apr 04, 1979",http://ufcstats.com/fighter-details/058e4e08a1ad8aba,1.14,35.0,1.55,66.0,1.22,100.0,25.0,2.5,3.0
Denis Stojnic,"6' 0""",--,Orthodox,"Feb 02, 1980",http://ufcstats.com/fighter-details/a421465acbe59c77,1.51,23.0,6.06,36.0,0.0,0.0,80.0,1.0,2.0
Xavier Foupa-Pokam,"6' 1""",--,Open Stance,"Jul 03, 1982",http://ufcstats.com/fighter-details/ec33146e43e58933,1.47,43.0,2.5,49.0,0.0,0.0,16.0,0.0,2.0
Andre Gusmao,"6' 0""",--,Orthodox,"May 19, 1977",http://ufcstats.com/fighter-details/cc300e9aa3063431,2.79,43.0,3.28,60.0,0.0,0.0,60.0,0.0,2.0
Brandon Wolff,"5' 9""",--,Orthodox,"Oct 18, 1975",http://ufcstats.com/fighter-details/aa79d5399571068e,0.47,33.0,10.91,19.0,0.0,0.0,0.0,0.0,2.0
David Kaplan,"5' 7""",--,Orthodox,"Nov 16, 1979",http://ufcstats.com/fighter-details/5669b828e7e11329,2.88,46.0,4.32,67.0,4.88,43.0,0.0,0.7,2.0
David Bielkheden,"5' 10""","71""",Orthodox,"Jun 06, 1979",http://ufcstats.com/fighter-details/1efa064872f089d0,1.11,57.0,1.64,54.0,2.65,63.0,14.0,0.0,4.0
Ryo Chonan,"5' 9""","70""",Orthodox,"Oct 08, 1976",http://ufcstats.com/fighter-details/55a7b2d4e54ffac9,2.57,43.0,2.25,60.0,0.61,41.0,39.0,0.3,14.0
Carmelo Marrero,"6' 0""","73""",Orthodox,"Jan 26, 1981",http://ufcstats.com/fighter-details/aa03a3ca00ac6827,0.84,34.0,2.04,54.0,3.21,36.0,36.0,0.9,5.0
Junie Browning,"5' 9""",--,Orthodox,"May 12, 1984",http://ufcstats.com/fighter-details/d74cba8566291bfa,3.76,48.0,1.76,66.0,3.53,66.0,0.0,3.5,2.0
Matt Horwich,"6' 1""",--,Orthodox,"Oct 02, 1978",http://ufcstats.com/fighter-details/049d698d773eb3e1,1.11,62.0,2.16,38.0,0.33,9.0,28.0,2.7,3.0
Jesse Sanders,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/59aaf2730b84698a,0.0,0.0,6.45,35.0,0.0,0.0,50.0,0.0,1.0
Nissen Osterneck,"6' 2""",--,Orthodox,"May 01, 1981",http://ufcstats.com/fighter-details/d632d156c0549e07,3.15,58.0,2.9,41.0,0.63,12.0,42.0,1.3,2.0
Joe Vedepo,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/d35c3ed553b71fa2,1.43,42.0,5.71,38.0,1.07,20.0,0.0,0.0,2.0
Tim McKenzie,"6' 0""","74""",Orthodox,"Jul 21, 1982",http://ufcstats.com/fighter-details/9ca265dfe8323db3,1.37,54.0,2.96,44.0,0.0,0.0,28.0,2.1,3.0
Pete Sell,"5' 11""","75""",Orthodox,"Aug 05, 1982",http://ufcstats.com/fighter-details/0359313549d230a1,2.6,42.0,3.65,51.0,0.91,21.0,47.0,0.9,7.0
Ryan Madigan,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/a8d521d913df4e31,0.0,0.0,3.35,47.0,0.0,0.0,0.0,0.0,1.0
Jason Day,"6' 0""","72""",Orthodox,"May 19, 1981",http://ufcstats.com/fighter-details/a6fd2173d5e2d7f0,3.61,54.0,3.46,47.0,1.13,100.0,0.0,0.0,4.0
Michael Patt,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/83d0de122f2f9664,1.65,28.0,5.53,55.0,0.0,0.0,0.0,0.0,2.0
Brian Cobb,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/3138fab619faf4d1,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,1.0
Per Eklund,"5' 10""","72""",Orthodox,--,http://ufcstats.com/fighter-details/58bc81376286b3d3,2.07,61.0,2.38,67.0,2.07,11.0,50.0,3.6,3.0
Neil Grove,"6' 6""",--,Orthodox,"Jan 18, 1971",http://ufcstats.com/fighter-details/36a432f22144843e,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,1.0
Troy Mandaloniz,"5' 9""",--,Orthodox,"Feb 01, 1980",http://ufcstats.com/fighter-details/725a834930c2b5bf,3.52,56.0,4.71,63.0,3.1,66.0,57.0,0.0,2.0
Luigi Fioravanti,"5' 8""","70""",Orthodox,"Jan 22, 1981",http://ufcstats.com/fighter-details/9583662df31d943f,2.23,42.0,2.21,69.0,3.76,63.0,67.0,0.9,9.0
Rich Clementi,"5' 9""","72""",Southpaw,"Mar 31, 1976",http://ufcstats.com/fighter-details/7d21de9c6d7c98b2,1.43,37.0,2.29,60.0,1.72,42.0,25.0,1.1,11.0
Derek Downey,"6' 1""",--,Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/b05086131c6f5dc5,0.32,100.0,3.36,12.0,2.4,16.0,0.0,0.0,1.0
Steve Bruno,"5' 10""",--,Orthodox,"Nov 03, 1981",http://ufcstats.com/fighter-details/2f3f12002564bb55,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,3.0
Akihiro Gono,"5' 7""","68""",Switch,"Oct 07, 1974",http://ufcstats.com/fighter-details/b2acebbef8da14ea,2.18,48.0,2.67,63.0,1.01,84.0,46.0,0.5,13.0
Christian Wellisch,"6' 2""","77""",Orthodox,"Sep 13, 1975",http://ufcstats.com/fighter-details/f1b2a4365799c48b,3.12,27.0,3.04,56.0,1.22,42.0,45.0,1.2,5.0
Matt Arroyo,"5' 10""","72""",Orthodox,"Sep 01, 1982",http://ufcstats.com/fighter-details/de62052b2ede65ba,1.62,47.0,2.01,58.0,2.12,36.0,100.0,5.3,3.0
Jeremy Horn,"6' 1""","74""",Orthodox,"Aug 25, 1975",http://ufcstats.com/fighter-details/8d26912cd2aeb366,1.19,39.0,1.99,55.0,1.83,38.0,29.0,1.1,17.0
Tom Egan,"5' 11""",--,Orthodox,--,http://ufcstats.com/fighter-details/eae4aec1a5a8ff01,0.0,0.0,3.91,50.0,0.0,0.0,28.0,0.0,1.0
Alexandre Barros,"5' 9""",--,Southpaw,"Nov 19, 1976",http://ufcstats.com/fighter-details/8fd1f27e86661ede,0.98,40.0,4.05,36.0,1.84,50.0,100.0,0.0,1.0
Antonio Mendes,"6' 3""","77""",Southpaw,"Apr 19, 1981",http://ufcstats.com/fighter-details/3795fca327cbcf23,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,2.0
Ivan Serati,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/b23fca14c7b79935,0.86,26.0,5.33,29.0,0.0,0.0,0.0,0.0,2.0
Nate Mohr,"5' 9""","72""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/04c15b52c3cc1cab,3.79,41.0,2.5,74.0,0.45,50.0,71.0,0.0,4.0
Dean Lister,"6' 1""","75""",Orthodox,"Feb 13, 1976",http://ufcstats.com/fighter-details/68c6cd5287b473a7,1.26,35.0,1.89,61.0,1.58,15.0,50.0,1.1,9.0
Mike Wessel,"6' 0""",--,Orthodox,"Dec 02, 1977",http://ufcstats.com/fighter-details/b51841e7c594090d,1.82,56.0,6.43,22.0,6.29,50.0,0.0,0.0,1.0
Reese Andy,"6' 0""",--,Orthodox,"Mar 31, 1973",http://ufcstats.com/fighter-details/46e2ca71fd5089cb,2.87,50.0,3.5,58.0,0.67,20.0,40.0,0.0,2.0
Dan Evensen,"6' 3""",--,Orthodox,"Jun 01, 1974",http://ufcstats.com/fighter-details/dd8aec6de7035943,0.27,10.0,3.86,38.0,0.0,0.0,0.0,4.0,2.0
Shane Primm,"6' 3""",--,Orthodox,"Jul 30, 1984",http://ufcstats.com/fighter-details/5114f1b5ad4cdf72,0.83,26.0,2.25,62.0,1.78,20.0,0.0,0.0,1.0
Jules Bruchez,"6' 0""",--,Southpaw,"Aug 16, 1977",http://ufcstats.com/fighter-details/d1dcd4e96464a53d,0.69,50.0,5.52,46.0,0.0,0.0,0.0,0.0,1.0
John Polakowski,"5' 10""",--,Orthodox,"Jun 21, 1981",http://ufcstats.com/fighter-details/b18fb36a4aa00093,2.6,26.0,2.83,50.0,0.0,0.0,87.0,0.7,2.0
Nate Loughran,"6' 2""",--,Orthodox,"Jul 28, 1980",http://ufcstats.com/fighter-details/cbf94e4c4af4ff6d,1.81,40.0,4.11,59.0,0.0,0.0,0.0,2.1,2.0
Brodie Farber,"6' 1""",--,Orthodox,"Jul 05, 1980",http://ufcstats.com/fighter-details/91d73ee59347ac16,1.69,45.0,2.17,53.0,0.9,50.0,20.0,0.9,2.0
Johnny Rees,"6' 0""",--,Orthodox,"Oct 21, 1982",http://ufcstats.com/fighter-details/3ba3b5cc94498437,3.29,64.0,0.84,47.0,1.15,25.0,50.0,0.0,2.0
Corey Hill,"6' 4""","80""",Orthodox,"Oct 03, 1978",http://ufcstats.com/fighter-details/abbc737317f66b81,3.57,46.0,1.61,70.0,3.02,80.0,100.0,0.0,3.0
Eddie Sanchez,"6' 2""","74""",Orthodox,"Nov 04, 1982",http://ufcstats.com/fighter-details/7f0b4a75ef3039a3,3.45,43.0,3.3,43.0,1.13,26.0,42.0,0.0,6.0
Josh Hendricks,"6' 2""",--,Southpaw,"Aug 28, 1976",http://ufcstats.com/fighter-details/7649c4c95b824488,0.98,20.0,11.8,29.0,0.0,0.0,0.0,0.0,1.0
Jorge Gurgel,"5' 7""","69""",Orthodox,"Jan 25, 1977",http://ufcstats.com/fighter-details/04d5718ed2661e8c,3.37,32.0,3.62,62.0,0.81,23.0,60.0,0.5,13.0
Alvin Robinson,"5' 9""","68""",Southpaw,"Jul 16, 1982",http://ufcstats.com/fighter-details/cbe79765d44bd172,1.57,50.0,1.29,51.0,1.24,50.0,25.0,1.2,4.0
Ryan Thomas,"6' 0""",--,Orthodox,"Nov 05, 1984",http://ufcstats.com/fighter-details/b732b326c362fb62,2.01,36.0,4.17,30.0,5.59,33.0,0.0,2.2,2.0
Rameau Thierry Sokoudjou,"5' 10""","78""",Orthodox,"Apr 18, 1984",http://ufcstats.com/fighter-details/d1152823307d7e7c,2.26,45.0,2.61,56.0,1.93,47.0,78.0,0.9,11.0
Neil Wain,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/6b7bc7eaf2465387,2.64,50.0,8.57,43.0,0.0,0.0,50.0,0.0,1.0
Jess Liaudin,"5' 9""","72""",Orthodox,--,http://ufcstats.com/fighter-details/a8aba6fd8a463043,2.46,51.0,2.76,41.0,3.28,53.0,30.0,1.6,5.0
David Baron,"5' 6""",--,Switch,"Feb 15, 1973",http://ufcstats.com/fighter-details/80c0bed43da0e27b,1.17,30.0,2.1,56.0,0.0,0.0,14.0,0.7,2.0
Samy Schiavo,"5' 8""",--,Orthodox,"Dec 24, 1975",http://ufcstats.com/fighter-details/1208ffc5be6e31ad,1.68,34.0,2.62,38.0,0.94,50.0,66.0,0.9,2.0
Brad Morris,"6' 2""",--,Orthodox,"Nov 01, 1979",http://ufcstats.com/fighter-details/6803d4d6908354ac,0.5,62.0,6.95,27.0,0.0,0.0,0.0,0.0,2.0
Jason Lambert,"6' 3""","75""",Orthodox,"Jun 03, 1975",http://ufcstats.com/fighter-details/5be86bb2f78fef2f,3.21,58.0,1.84,50.0,1.35,36.0,28.0,2.4,8.0
Heath Herring,"6' 4""","78""",Orthodox,"Mar 02, 1978",http://ufcstats.com/fighter-details/7450525c7ba032a0,2.37,50.0,1.77,54.0,1.22,50.0,32.0,0.7,22.0
Luke Cummo,"6' 0""","74""",Orthodox,"Apr 27, 1980",http://ufcstats.com/fighter-details/93ce4ac89e3d7652,1.74,43.0,1.5,59.0,0.89,55.0,42.0,1.4,7.0
Cale Yarbrough,"6' 1""",--,Orthodox,"Dec 27, 1986",http://ufcstats.com/fighter-details/a0b91014e9d16a76,3.16,27.0,10.0,72.0,0.0,0.0,0.0,0.0,2.0
James Giboo,"5' 11""",--,Orthodox,"Jan 06, 1978",http://ufcstats.com/fighter-details/f74e037b97917027,1.2,27.0,7.08,39.0,0.0,0.0,0.0,0.0,1.0
Evan Tanner,"6' 0""","74""",Orthodox,"Feb 11, 1971",http://ufcstats.com/fighter-details/8f2d9ee27f206f1f,3.05,59.0,2.64,56.0,2.55,43.0,25.0,1.3,17.0
Dante Rivera,"6' 1""",--,Southpaw,"Dec 08, 1974",http://ufcstats.com/fighter-details/288aaa8f82040e02,2.27,53.0,4.0,25.0,0.0,0.0,16.0,0.0,1.0
Marvin Eastman,"5' 9""","73""",Orthodox,"Jun 08, 1971",http://ufcstats.com/fighter-details/05866d8c3a321856,2.21,35.0,3.92,42.0,1.38,33.0,81.0,0.0,9.0
Rob Yundt,"6' 1""",--,Orthodox,"May 05, 1980",http://ufcstats.com/fighter-details/42078a86d3dd037b,1.37,41.0,2.55,31.0,2.94,100.0,0.0,0.0,2.0
Ivan Salaverry,"6' 0""",--,Orthodox,"Jan 11, 1971",http://ufcstats.com/fighter-details/394f55ebca199124,3.01,47.0,1.19,76.0,0.49,18.0,36.0,2.5,8.0
Kazuhiro Nakamura,"5' 11""","70""",Orthodox,"Jul 16, 1979",http://ufcstats.com/fighter-details/b034747dc1d15491,1.56,37.0,1.83,59.0,1.73,36.0,42.0,0.6,21.0
War Machine,"5' 11""",--,Orthodox,"Nov 30, 1981",http://ufcstats.com/fighter-details/cd7bafbeee1f29a0,2.32,60.0,3.17,43.0,1.16,50.0,40.0,0.0,2.0
Jason Tan,"5' 10""",--,Orthodox,"Dec 17, 1981",http://ufcstats.com/fighter-details/ad3041e61896b975,0.69,29.0,7.37,18.0,0.0,0.0,0.0,0.0,2.0
Travis Lutter,"5' 11""","75""",Orthodox,"May 12, 1973",http://ufcstats.com/fighter-details/622f015c81a9b13a,0.41,32.0,2.42,42.0,1.95,24.0,30.0,0.7,6.0
Kalib Starnes,"6' 3""","74""",Orthodox,"Jan 06, 1975",http://ufcstats.com/fighter-details/c8136ab8aa32c974,2.71,48.0,4.43,53.0,1.46,33.0,25.0,0.6,5.0
Charles McCarthy,"5' 10""","71""",Orthodox,"Aug 06, 1980",http://ufcstats.com/fighter-details/da97d6c97d09c030,0.18,12.0,4.03,56.0,2.67,60.0,0.0,2.7,3.0
Kuniyoshi Hironaka,"5' 10""","70""",Orthodox,"Jun 17, 1976",http://ufcstats.com/fighter-details/9d4522df6fc49a47,1.98,40.0,3.01,54.0,1.91,30.0,25.0,0.6,9.0
Din Thomas,"5' 9""",--,Orthodox,"Sep 28, 1976",http://ufcstats.com/fighter-details/40a604761ca7d64d,1.85,37.0,2.6,59.0,1.38,52.0,76.0,1.2,9.0
Ryan Roberts,"5' 6""",--,Orthodox,"Jul 16, 1978",http://ufcstats.com/fighter-details/35dc6220b113b7ec,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,1.0
Jeff Cox,"5' 10""",--,Orthodox,"Aug 02, 1968",http://ufcstats.com/fighter-details/c9bbf1a0285a8076,0.56,25.0,1.69,33.0,4.23,50.0,80.0,0.0,2.0
Roman Mitichyan,"5' 10""",--,Orthodox,"Sep 04, 1978",http://ufcstats.com/fighter-details/2961be02cfb0d2c1,0.26,16.0,2.7,43.0,1.93,100.0,25.0,1.9,2.0
Tommy Speer,"5' 10""","71""",Orthodox,"Aug 20, 1984",http://ufcstats.com/fighter-details/1411c630ba711b64,2.56,51.0,5.12,35.0,2.02,33.0,33.0,0.0,3.0
John Halverson,"5' 9""",--,Southpaw,"Sep 08, 1972",http://ufcstats.com/fighter-details/88c8f47241d90040,2.94,43.0,5.29,47.0,0.0,0.0,66.0,2.0,2.0
Tim Sylvia,"6' 8""","80""",Orthodox,"Mar 05, 1976",http://ufcstats.com/fighter-details/2a542ee8a8b83559,4.23,41.0,2.61,61.0,0.11,100.0,75.0,0.1,14.0
David Heath,"5' 11""","72""",Orthodox,"Feb 10, 1976",http://ufcstats.com/fighter-details/4f95f74620a6b7a4,1.48,30.0,5.16,49.0,0.33,50.0,57.0,1.0,5.0
Terry Martin,"5' 8""","71""",Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/6a92caba39b64752,2.82,43.0,3.13,54.0,3.1,42.0,92.0,0.0,10.0
Alberto Crane,"5' 5""",--,Orthodox,"Jul 14, 1976",http://ufcstats.com/fighter-details/25433871e4eee0f4,0.43,25.0,2.61,57.0,0.0,0.0,50.0,4.0,2.0
Joe Veres,"5' 7""",--,Orthodox,"Nov 09, 1977",http://ufcstats.com/fighter-details/c6d8ae3b016d5ad5,0.0,0.0,5.55,27.0,0.0,0.0,0.0,0.0,2.0
Colin Robinson,"6' 4""",--,Orthodox,"Nov 27, 1968",http://ufcstats.com/fighter-details/1a1a4d7a29041d77,6.19,69.0,7.91,37.0,2.58,100.0,50.0,5.2,2.0
James Lee,"5' 11""",--,Southpaw,"Sep 22, 1973",http://ufcstats.com/fighter-details/863d06a7ef8bc98c,1.4,42.0,3.72,27.0,13.95,50.0,0.0,7.0,2.0
Jordan Radev,"5' 7""",--,Southpaw,"Sep 28, 1976",http://ufcstats.com/fighter-details/45bc8f98d62bd096,1.35,23.0,2.38,66.0,0.0,0.0,80.0,0.0,2.0
Tony DeSouza,"6' 0""","70""",Southpaw,"Jul 26, 1974",http://ufcstats.com/fighter-details/6ad9058b7c7898b0,1.12,52.0,1.57,41.0,2.25,42.0,40.0,1.5,7.0
Doug Evans,"5' 9""",--,Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/d3de4a24f7eefac8,1.79,35.0,2.55,55.0,3.19,83.0,69.0,0.6,2.0
Jared Rollins,"5' 9""",--,Orthodox,"Jan 26, 1977",http://ufcstats.com/fighter-details/c4b6099f0d25f75e,3.33,57.0,2.41,39.0,2.5,50.0,50.0,1.2,1.0
Billy Miles,"5' 10""",--,Orthodox,"Apr 28, 1978",http://ufcstats.com/fighter-details/3c48019bc387b80c,0.0,0.0,1.25,33.0,0.0,0.0,0.0,0.0,1.0
Dan Barrera,"5' 9""",--,Orthodox,"Dec 23, 1980",http://ufcstats.com/fighter-details/f12f979b657ab876,0.8,70.0,1.2,28.0,1.0,8.0,0.0,0.0,1.0
Richie Hightower,"5' 8""",--,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/318e629d1eb7aa49,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,1.0
John Kolosci,"5' 11""",--,Orthodox,"Nov 26, 1974",http://ufcstats.com/fighter-details/5f6038bcdb95e3e4,0.21,20.0,0.85,50.0,0.0,0.0,0.0,0.0,2.0
Dorian Price,"6' 3""",--,Southpaw,"Aug 20, 1977",http://ufcstats.com/fighter-details/ee4b670e159f4a33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Paul Georgieff,"6' 2""",--,Orthodox,"Sep 22, 1982",http://ufcstats.com/fighter-details/2f1700b3a4a09bc7,2.55,40.0,2.34,35.0,0.0,0.0,0.0,0.0,1.0
Luke Caudillo,"5' 7""",--,Orthodox,"Nov 30, 1980",http://ufcstats.com/fighter-details/68d76fd9ecf7431d,1.97,28.0,5.07,55.0,0.44,20.0,85.0,0.0,3.0
Jason Black,"5' 8""",--,Orthodox,"Jul 15, 1972",http://ufcstats.com/fighter-details/b2f743746e8dcfa2,1.06,47.0,2.6,45.0,0.48,33.0,28.0,6.2,6.0
Diego Saraiva,"5' 6""",--,Orthodox,"Apr 23, 1982",http://ufcstats.com/fighter-details/4f4dac51adc1af4f,1.64,32.0,3.58,62.0,1.33,40.0,0.0,0.7,3.0
Scott Junk,"6' 1""",--,Orthodox,"Dec 17, 1978",http://ufcstats.com/fighter-details/ac70a4f1db1b8c40,5.13,60.0,1.81,45.0,0.0,0.0,0.0,0.0,1.0
Edilberto de Oliveira,"6' 0""",--,Orthodox,"Nov 22, 1982",http://ufcstats.com/fighter-details/afdb76fbd86f6d11,4.12,32.0,6.79,61.0,0.0,0.0,0.0,0.0,2.0
Anthony Torres,"5' 8""",--,Orthodox,"Jul 31, 1978",http://ufcstats.com/fighter-details/918d9d89d4d52acc,3.54,48.0,7.52,45.0,0.0,0.0,100.0,2.2,2.0
Renato Sobral,"6' 1""","75""",Orthodox,"Sep 07, 1975",http://ufcstats.com/fighter-details/d468288756ae3982,2.23,45.0,1.53,57.0,2.48,42.0,65.0,2.6,17.0
Mike Nickels,"6' 4""",--,Orthodox,"Dec 13, 1971",http://ufcstats.com/fighter-details/330ec26453c44a59,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,2.0
Jason Gilliam,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/91720876db0ee468,0.79,33.0,3.14,42.0,0.0,0.0,0.0,0.0,2.0
Jens Pulver,"5' 7""","70""",Southpaw,"Dec 06, 1974",http://ufcstats.com/fighter-details/44260175069b6276,2.12,37.0,3.13,56.0,0.22,33.0,63.0,0.3,20.0
Floyd Sword,"6' 0""",--,Orthodox,"Aug 24, 1976",http://ufcstats.com/fighter-details/5330fe7e4c3af81c,0.78,42.0,1.57,40.0,0.0,0.0,33.0,0.0,1.0
Brandon Melendez,"5' 11""",--,Southpaw,"Mar 24, 1983",http://ufcstats.com/fighter-details/2b06b6ad5db63348,0.84,26.0,0.56,63.0,0.0,0.0,25.0,0.0,1.0
Andy Wang,"5' 6""",--,Orthodox,"May 28, 1977",http://ufcstats.com/fighter-details/476414d2f18cd059,3.43,36.0,10.29,62.0,0.0,0.0,0.0,0.0,1.0
Allen Berube,"5' 8""",--,Orthodox,"Aug 25, 1974",http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c,0.92,80.0,0.92,33.0,6.87,100.0,0.0,3.4,1.0
Brian Geraghty,"5' 7""",--,Orthodox,"Nov 04, 1980",http://ufcstats.com/fighter-details/15edcf67ccf5be84,0.47,25.0,9.77,36.0,0.0,0.0,50.0,0.0,1.0
Hector Ramirez,"6' 0""",--,Orthodox,"Mar 28, 1976",http://ufcstats.com/fighter-details/d1759b2b7be9be56,2.27,41.0,4.6,56.0,2.3,55.0,66.0,0.5,3.0
Rory Singer,"6' 2""","77""",Orthodox,"May 28, 1976",http://ufcstats.com/fighter-details/546015aa2ad945fd,2.55,39.0,2.42,63.0,0.39,25.0,64.0,0.8,4.0
Scott Smith,"6' 0""","70""",Orthodox,"May 21, 1979",http://ufcstats.com/fighter-details/3410cf010558dc8b,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,15.0
Stevie Lynch,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/710d93f1508f7104,2.47,25.0,7.06,41.0,0.0,0.0,0.0,0.0,1.0
Pete Spratt,"5' 9""",--,Orthodox,"Jan 09, 1971",http://ufcstats.com/fighter-details/c3ea8deeba00462b,1.63,48.0,1.33,55.0,0.3,100.0,46.0,0.3,9.0
Chad Reiner,"5' 11""",--,Orthodox,"Jun 29, 1981",http://ufcstats.com/fighter-details/d8022d5526b1d937,0.53,20.0,1.97,46.0,0.99,33.0,25.0,2.0,2.0
Sean Salmon,"5' 10""",--,Southpaw,"Sep 11, 1977",http://ufcstats.com/fighter-details/7c0847d3854a95f2,1.49,33.0,2.03,65.0,4.06,50.0,0.0,0.0,3.0
Elvis Sinosic,"6' 3""","77""",Orthodox,"Feb 13, 1971",http://ufcstats.com/fighter-details/817e0bdf08efce2e,1.13,37.0,4.6,53.0,0.0,0.0,0.0,1.2,7.0
Assuerio Silva,"5' 10""",--,Orthodox,"Jun 18, 1974",http://ufcstats.com/fighter-details/e091482fa6648261,1.42,46.0,4.2,54.0,2.66,34.0,25.0,1.8,6.0
David Lee,"5' 10""",--,Orthodox,--,http://ufcstats.com/fighter-details/8caca5857ce0e30b,1.49,50.0,3.31,42.0,0.0,0.0,50.0,0.0,2.0
Victor Valimaki,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/663b76da637402c3,3.94,30.0,2.99,67.0,0.9,14.0,0.0,0.0,2.0
Brad Imes,"6' 7""",--,Orthodox,"Mar 13, 1977",http://ufcstats.com/fighter-details/4908c5ee68a50ee5,2.73,31.0,4.24,49.0,1.72,71.0,0.0,1.0,3.0
Josh Haynes,"5' 9""",--,Orthodox,"Jul 30, 1977",http://ufcstats.com/fighter-details/6ef58dabef8beb15,1.25,22.0,4.03,52.0,0.94,18.0,42.0,0.0,3.0
Dokonjonosuke Mishima,"5' 7""",--,Southpaw,"Apr 19, 1972",http://ufcstats.com/fighter-details/b14a68c533f4a4aa,1.06,41.0,1.22,52.0,2.47,40.0,25.0,1.4,6.0
Drew Fickett,"5' 10""","70""",Orthodox,"Dec 14, 1979",http://ufcstats.com/fighter-details/d814f5192e58fb2f,2.33,41.0,2.29,57.0,1.3,35.0,30.0,2.2,9.0
Rex Holman,"6' 3""",--,Southpaw,--,http://ufcstats.com/fighter-details/b5ea750025697880,2.75,34.0,7.25,40.0,0.0,0.0,100.0,0.0,1.0
Sam Hoger,"6' 2""",--,Orthodox,"Jun 28, 1980",http://ufcstats.com/fighter-details/84a067c46306a737,1.07,25.0,2.25,57.0,1.12,38.0,29.0,1.3,5.0
Chris Price,"6' 2""",--,Southpaw,"Nov 09, 1982",http://ufcstats.com/fighter-details/0597a4528ebd1307,1.44,66.0,2.59,48.0,0.0,0.0,33.0,2.2,2.0
Ross Pointon,"5' 8""",--,Orthodox,"Feb 18, 1980",http://ufcstats.com/fighter-details/7215953cd5c6254d,2.62,23.0,2.77,58.0,1.19,100.0,0.0,0.0,3.0
Marcio Cruz,"6' 4""",--,Orthodox,"Apr 24, 1978",http://ufcstats.com/fighter-details/6aa1cbc1466e9a0b,2.92,46.0,1.51,68.0,0.53,7.0,37.0,1.6,4.0
Jeff Joslin,"6' 0""",--,Orthodox,"Apr 30, 1975",http://ufcstats.com/fighter-details/388abbf8832b5adf,2.17,39.0,1.57,65.0,0.5,33.0,64.0,0.5,2.0
Shonie Carter,"5' 10""",--,Southpaw,"May 03, 1972",http://ufcstats.com/fighter-details/7b6e40a73b567072,1.62,36.0,2.32,47.0,0.75,66.0,75.0,0.0,7.0
Dave Menne,"5' 10""",--,Orthodox,"Jul 29, 1974",http://ufcstats.com/fighter-details/275cafc9de131c83,1.84,44.0,1.99,42.0,0.46,50.0,57.0,2.5,7.0
Logan Clark,"6' 2""",--,Orthodox,"Feb 16, 1985",http://ufcstats.com/fighter-details/6776260cb0aef647,2.2,54.0,1.49,53.0,0.31,100.0,30.0,2.1,4.0
Steve Byrnes,"6' 0""",--,Orthodox,--,http://ufcstats.com/fighter-details/43612456979e5d5e,1.2,51.0,2.67,27.0,3.0,60.0,0.0,4.0,1.0
Jeff Monson,"5' 9""","74""",Orthodox,"Jan 18, 1971",http://ufcstats.com/fighter-details/cbfd1d34356a004c,0.97,30.0,2.87,59.0,1.06,12.0,66.0,0.7,12.0
Sherman Pendergarst,"6' 1""",--,Orthodox,"Aug 01, 1967",http://ufcstats.com/fighter-details/e670f8cc2969a789,1.23,36.0,3.08,16.0,4.62,100.0,0.0,0.0,1.0
Josh Shockman,"6' 4""",--,Southpaw,"Dec 29, 1980",http://ufcstats.com/fighter-details/821cd80aab70d5f9,0.87,32.0,0.87,58.0,0.0,0.0,23.0,0.0,2.0
Edwin DeWees,"6' 1""",--,Orthodox,"Aug 07, 1982",http://ufcstats.com/fighter-details/75bbd2206a15319f,1.53,33.0,6.19,39.0,2.18,66.0,0.0,3.3,4.0
Jeremy Jackson,"5' 10""",--,Orthodox,"Sep 19, 1982",http://ufcstats.com/fighter-details/ad32471f01e7b1a5,0.71,27.0,2.03,25.0,1.52,40.0,58.0,0.0,3.0
